nameAr,nameEn,cuisineId,governorate,primaryLocationAr,priceCategory,overallRating,description,branchNameAr,districtNameAr,latitude,longitude,phoneNumber,operatingHoursAr,avgMealPrice,avgCoffeePrice,shishaPrice,instagramUrl,facebookUrl,menuUrl
مطعم ابو حميد,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9717877,35.8823681,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
الأوائل,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9881894,35.895744,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم وكافيه قطر الندى,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5464886,35.8557923,962799812,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
السيران,Al Siran,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9514606,35.9161948,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
طحالاتي,Thalati,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9562518,35.9274498,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قهوة نجار,Najjar Coffee,2,محافظة العاصمة (عمان),عمان,$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9481613,35.9219863,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
زهور الشفاء,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9989263,35.8706868,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
فن وشاي,Fann wa Chai,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9559109,35.9203945,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الرحمة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9550771,35.9244358,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
ازقاق,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9558373,35.926279,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى شبابيك البلد,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9524267,35.9293828,96277062,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الشاورما الدمشقية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9543862,35.8348095,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم عش الهناء,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9543776,35.8350125,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم السنابل,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9515543,35.8237938,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مار يوسف,Mar Yusuf,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9488082,35.9240834,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
دار نعمة,Dar Ne'meh,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9562751,35.9268679,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم صياحي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9484473,35.9302842,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم روان,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9567397,35.9230589,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قهوة النشامى,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5975659,35.713934,777933803,00:00-24:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
أهالينا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5949594,35.7164305,777798025,12:00-24:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الشايب للماكولات السريعة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.6261444,35.8749241,790000000,Mo-Fr 09:00-17:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم حفظي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5724924,35.8539818,790000000,08:00-12:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كافي عبيدو,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.6340374,35.9898842,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
نادي القلعة,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.6391764,35.9909375,790000000,Mo-Su 08:00-22:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
كافية جلسات,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.3609301,35.8082967,790000000,Mo-Su 10:00-22:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
الرسام,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5343845,35.8605386,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى الحاكوره,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4194182,35.6650644,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ع كيفك,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.2971421,35.7053818,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الحلاب,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5413994,35.8050302,790000000,Mo-Su 09:00-20:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى الجكواتي,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5415805,35.8051425,790000000,Mo-Sa 08:00-18:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم عصفور,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5653795,36.0154955,790000000,Mo-Su 09:00-2:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم عبود الشامي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.565549,36.0155116,790000000,Mo-Sa 08:00-12:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كافية بركة العرايس,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.649597,35.7335682,790000000,06:00-22:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
أيامك يا شام,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.6526877,35.7429402,790000000,OPEN 8 PM,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كوفي قيس,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.553468,35.7618864,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
حلويات نفيسه,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5384181,35.8618989,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
ليل نهار,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5370844,35.8627961,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى العوادين,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5535442,35.8320489,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم زمن,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5535431,35.8320959,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى المشيرفة,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.3717308,35.9749911,790000000,24/7,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
قيس,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5054014,35.8574213,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم لفة وسندويشة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.7285295,35.8002689,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو هشام,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4826837,35.6896802,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
العراب,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4761279,35.6895333,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
شاورما عنا اطيب,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.2620204,35.8560153,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
ركوة زمان,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5185403,35.8709413,790000000,12 ساعه,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى جواكر,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.2775359,35.8404106,790000000,جميع الاوقات,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى وناسة,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4081569,35.7123982,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
برجر فاير فلاي,Firefly Burger,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0862036,36.0873696,795041122,Sa-Th 11:00-01:00; Fr 12:00-02:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
حروف أسامينا,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0857243,36.0937057,53866603,Mo-Su 09:00-22:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
كوخ الرافدين,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.540354,35.8606066,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
شاورمجي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5370883,35.8698037,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
تروئية بيروت,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5372843,35.8704496,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كوكتيل مندلين,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5371787,35.8701195,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
دولما;كروش و روس,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5379148,35.8723483,790000000,24/7,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
محمص كردش,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5376934,35.8717832,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
دجاج عصفور;للمأكولات البحرية الطازجه,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5389218,35.875515,790000000,24/7,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
فري فلاي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.538875,35.8752533,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كروش وروس,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5379014,35.8723409,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
الفدين للبخاري,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5384352,35.8741037,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
دولما,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5378934,35.8722427,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطاعم باب شرقي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5375497,35.8713036,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
زنجبيل,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5369886,35.867968,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الدومري,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5369478,35.8675406,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
زاروبة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5370063,35.8681402,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كراويا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5369974,35.8680492,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قهوة الخال,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5312182,35.878634,790000000,Sa-Su 00:00-24:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
العقال,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.53417,35.8782796,790000000,Sa-Su 00:00-24:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم الروابي للماكولات اليمنية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5349343,35.87838,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كراج,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5354812,35.8784848,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطابخ العامر,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5346834,35.8783376,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطاعم امية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5329071,35.8782554,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
زركشات,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5355912,35.8784964,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
المطابخ الالمانية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5371642,35.8789824,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
فلافل فلفلة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5365302,35.8685179,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قهوة أبو صبح,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5366002,35.8682792,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
أبو آدم,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5365983,35.8683271,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
المضياف,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5392334,35.8612433,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
